"School Number","School Name","LA Code","Local Authority","Sector","Governance - see notes","WM Code","Welsh Medium Type - see notes","School Type","Religious Character","Address 1","Address 2","Address 3","Address 4","Postcode","Phone Number","Pupils - see notes","lon","lat"
6762370,"Cwmfelinfach Primary",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","King Street","Cwmfelinfach","Ynysddu",NA,"NP11 7HL","01495 200225",219,-3.1813438,51.6191852
6762373,"Ysgol Gymraeg Cwm Gwyddon",676,"Caerphilly","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Heol Gwyddon","Abercarn","Newport",NA,"NP11 5GX","01495 244267",254,-3.1321975,51.6473535
6762374,"Y G G Y Castell",676,"Caerphilly","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Crescent Road","Caerphilly",NA,NA,"CF83 1WH","02920 864790",454,-3.2248088,51.5745378
6762376,"Cwrt Rawlin Primary School",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Cae Meillion","Caerphilly",NA,NA,"CF83 1SN","02920 807070",361,-3.2410085,51.5706362
6762377,"Cefn Fforest Primary",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Cefn Fforest Avenue","Cefn Fforest","Blackwood",NA,"NP12 3JX","01443 830449",300,-3.2117869,51.6723972
6762378,"Penllwyn Primary",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Fleur-De-Lys Avenue","Pontllanfraith","Blackwood",NA,"NP12 2NT","01495 223505",136,-3.2005983,51.6553981
6762379,"Blackwood Primary",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Apollo Way","Blackwood",NA,NA,"NP12 1WA","01495 224111",447,-3.2025265,51.6670459
6762380,"Glyn-Gaer Primary School",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Oxford Street Glyngaer","Gelligaer","Hengoed","Caerphilly","CF82 8FF","01443 875518",237,-3.2455046,51.6648793
6762381,"Park Primary",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Park Crescent","Bargoed",NA,NA,"CF81 8PN","01443 875524",97,-3.2335246,51.6869671
6762382,"Aberbargoed Primary School",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Heol Ysgol Newydd","Bargoed","Caerphilly",NA,"CF81 9DD","01443 875512",238,-3.2261537,51.6929398
6762383,"Trinant Primary",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Conway Road","Pentwyn","Crumlin",NA,"NP11 3JN","01495 214357",153,-3.1473686,51.6983709
6762384,"Ty Sign Primary School",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Elm Drive","Risca","Caerphilly",NA,"NP11 6HJ","01633 612813",492,-3.0907048,51.610734
6762385,"Tyn-y-Wern Primary",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Navigator Street","Trethomas",NA,NA,"CF83 8FL","02920 852528",230,-3.1849096,51.5920855
6762386,"Twyn Primary",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","East View","Caerphilly",NA,NA,"CF83 1UT","02920 852527",496,-3.2154364,51.5747945
6762387,"White Rose Primary School",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","White Rose Way","New Tredegar",NA,NA,"NP24 6DW","01443 828060",283,-3.2359002,51.7175727
6762388,"Ysgol Bro Sannan",676,"Caerphilly","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Ty Fry Road","Aberbargoed","Bargoed",NA,"CF81 9FN","01443 828000",209,-3.2179319,51.6898675
6762389,"Plasyfelin Primary School",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Lewis Drive","Churchill Park","Caerphilly",NA,"CF83 3FT","02920 852523",352,-3.2272829,51.5823702
6762390,"St James Primary School",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Lansbury Park","Caerphilly",NA,NA,"CF83 3GT","02920 852522",375,-3.1979028,51.5807042
6762391,"St Gwladys Bargoed School",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Church Place","Bargoed",NA,NA,"CF81 8RP","01443 875523",393,-3.23096,51.6919835
6762392,"Rhiw Syr Dafydd Primary School",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Maes-y-Garn Road","Oakdale","Blackwood",NA,"NP12 0NA","01495 222829",636,-3.174865,51.6793331
6762393,"Ystrad Mynach Primary",676,"Caerphilly","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Lewis Street","Ystrad Mynach","Hengoed",NA,"CF82 7AQ","01443 812707",446,-3.2391635,51.6424794
6762394,"Ysgol Gynradd Gymraeg Cwm Derwen",676,"Caerphilly","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Beech Grove","Oakdale","Blackwood",NA,"NP12 0JL","01495 226062",223,-3.1788185,51.679556
6762395,"Ysgol Penalltau",676,"Caerphilly","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Cwm Calon","Penallta","Ystrad Mynach",NA,"CF82 6AP","01443 862974",223,-3.2438259,51.6555323
6763310,"St Helens Rc Primary",676,"Caerphilly","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Roman Catholic","Lansbury Park","Caerphilly",NA,NA,"CF83 1QH","02920 852532",242,-3.2022356,51.5809154
6764031,"Newbridge School",676,"Caerphilly","Secondary","Community","EM","English medium","Secondary (ages 11-16)","---","Bridge Street","Newbridge","Newport",NA,"NP11 5FR","01495 243243",1026,-3.141086,51.6635936
6764046,"Blackwood Comprehensive School",676,"Caerphilly","Secondary","Community","EM","English medium","Secondary (ages 11-16)","---","Ty Isha Terrace","Cen Fforest","Blackwood",NA,"NP12 1ER","01495 225566",965,-3.2055449,51.671084
6764065,"St Cenydd School",676,"Caerphilly","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","St Cenydd Road","Trecenydd","Caerphilly",NA,"CF83 2RP","02920 852504",1023,-3.2409578,51.581994
6764068,"Risca Community Comprehensive",676,"Caerphilly","Secondary","Community","EM","English medium","Secondary (ages 11-16)","---","Pontymason Lane","Rogerstone","Newport",NA,"NP11 6YY","01633 612425",582,-3.0695941,51.6055242
6764070,"St Martin's School",676,"Caerphilly","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Hillside","Caerphilly",NA,NA,"CF83 1UW","02920 858050",921,-3.2208256,51.5688869
6764073,"Heolddu Comprehensive School",676,"Caerphilly","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Mountain Road","Bargoed","Caerphilly",NA,"CF81 8XL","01443 875531",545,-3.2458101,51.6894315
6764075,"Lewis School Pengam",676,"Caerphilly","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Gilfach","Bargoed",NA,NA,"CF81 8LJ","01443 873873",785,-3.2234397,51.6729026
6764077,"Lewis Girls' Comprehensive School",676,"Caerphilly","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Oakfield Street","Ystrad Mynach",NA,NA,"CF82 7WW","01443 813168",763,-3.2326704,51.6406811
6764093,"Bedwas High School",676,"Caerphilly","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Newport Road","Bedwas","Caerphilly",NA,"CF83 8BJ","02920 859800",676,-3.1923558,51.590402
6764103,"Ysgol Gyfun Cwm Rhymni",676,"Caerphilly","Secondary","Community","WM","Welsh medium","Secondary (ages 11-19)","---","Heol Gelli Haf","Fleur De Lys","Blackwood","Caerphilly","NP12 3JQ","01443 875227",1625,-3.2160822,51.660249
6764104,"Islwyn High School",676,"Caerphilly","Secondary","Community","EM","English medium","Secondary (ages 11-16)","---","Waterloo","Oakdale","Blackwood",NA,"NP12 0NU","01495 233600",1154,-3.1776376,51.684698
6765500,"Idris Davies School 3 to 18",676,"Caerphilly","Middle","Community","EM","English medium","Middle (ages 3-19)","---","Mill Field","Abertysswg","Rhymney",NA,"NP22 5XF","01685 846900",901,-3.2726966,51.7441054
6767011,"Trinity Fields School",676,"Caerphilly","Special","Not Applicable","NA","Not applicable","Special (with post-16 provision)","---","Caerphilly Road","Ystrad Mynach","Hengoed",NA,"CF82 7XW","01443 866000",147,-3.2369866,51.6372675
6772067,"Bryn Bach Primary School",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Merthyr Road","Tredegar","Blaenau Gwent",NA,"NP22 3RX","01495 722569",230,-3.2596471,51.7858963
6772070,"Glanhowy Primary School",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Coach Bach","Tredegar","Blaenau Gwent",NA,"NP22 4RW","01495 722312",300,-3.2495008,51.783535
6772072,"Deighton Primary School",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Stockton Way","Tredegar","Blaenau Gwent",NA,"NP22 3ES","01495 722567",172,-3.2491164,51.7802438
6772074,"Georgetown Junior And Infants",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Oakfield Road","Tredegar","Blaenau Gwent",NA,"NP22 4LJ","01495 717341",430,-3.2360615,51.766407
6772179,"Sofrydd Primary",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Sofrydd Road","Crumlin","Newbridge","Blaenau Gwent","NP11 5DW","01495 244003",173,-3.125308,51.6837918
6772253,"Cwm Primary School",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Canning Street","Cwm","Ebbw Vale","Blaenau Gwent","NP23 7RD","01495 370437",232,-3.1864018,51.7441628
6772277,"Beaufort Hill Primary",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Beaufort Hill","Ebbw Vale","Blaenau Gwent",NA,"NP23 5QD","01495 302624",258,-3.1988326,51.7958196
6772278,"Willowtown Primary School",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Brynheulog Street","Willowtown","Ebbw Vale","Blaenau Gwent","NP23 6NJ","01496 302436",457,-3.2141109,51.7812044
6772306,"Blaen-y-Cwm Primary School",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Blaenafon Road","Brynmawr","Blaenau Gwent",NA,"NP23 4BR","01495 313524",309,-3.1714105,51.7957356
6772307,"Ysgol Gymraeg Brohelyg",677,"Blaenau Gwent","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Rising Sun Industrial Estate","Blaina","Blaenau Gwent",NA,"NP13 3DQ","01495 293000",256,-3.1688793,51.7769826
6772309,"Glyncoed Primary",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Badminton Grove","Ebbw Vale","Blaenau Gwent",NA,"NP23 5UL","01495 302402",349,-3.2116484,51.7923335
6772310,"Rhos Y Fedwen",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Honeyfield Road","Rassau","Ebbw Vale","Blaenau Gwent","NP23 5TA","01495 302465",171,-3.2230072,51.8001145
6772311,"Ystruth Primary",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","East Pentwyn","Blaina","Blaenau Gwent",NA,"NP13 3XG","01495 290955",311,-3.1535446,51.7668304
6772312,"St. Illtyd's Primary School",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Llanhilleth",NA,NA,"Abertillery","NP13 2JT","01495 321718",230,-3.1339797,51.6980687
6772313,"Coed Y Garn Primary School",677,"Blaenau Gwent","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Parrot Row","Blaina","Blaenau Gwent",NA,"NP13 3AH","01495 290044",247,-3.16352,51.7766315
6773308,"St Mary's Roman Catholic",677,"Blaenau Gwent","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Roman Catholic","Catholic Road","Brynmawr","Blaenau Gwent",NA,"NP23 4EF","01495 310596",216,-3.1721316,51.7968721
6773309,"St. Mary's Church School",677,"Blaenau Gwent","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Intermediate Road","Brynmawr","Blaenau Gwent",NA,"NP23 4SF","01495 310525",241,-3.1723392,51.8021507
6773315,"All Saints R.C. Primary School",677,"Blaenau Gwent","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Roman Catholic","Heol yr Ysgol","Ebbw Vale","Blaenau Gwent",NA,"NP23 6QF","01495 303631",216,-3.2249941,51.7781004
6773316,"St. Joseph's R.C. Primary",677,"Blaenau Gwent","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Roman Catholic","Ashvale","Tredegar","Blaenau Gwent",NA,"NP22 3RU","01495 722899",113,-3.2587443,51.7849306
6774061,"Tredegar Comprehensive School",677,"Blaenau Gwent","Secondary","Community","EM","English medium","Secondary (ages 11-16)","---","Stable Lane","Tredegar","Blaenau Gwent",NA,"NP22 4BH","01495 723551",648,-3.2419833,51.7647586
6775401,"Brynmawr Foundation School",677,"Blaenau Gwent","Secondary","Foundation","EM","English medium","Secondary (ages 11-16)","---","Rhydw, Intermediate Road","Brymawr","Blaenau Gwent",NA,"NP23 4XT","01495 310527",700,-3.1647473,51.8064834
6775500,"Ebbw Fawr Learning Community",677,"Blaenau Gwent","Middle","Community","EM","English medium","Middle (ages 3-16)","---","Lime Avenue","Ebbw Vale","Blaenau Gwent",NA,"NP23 6GL","01495 354690",1252,-3.2020152,51.7737752
6775501,"Abertillery Learning Community",677,"Blaenau Gwent","Middle","Community","EM","English medium","Middle (ages 3-16)","---","Alma Street","Abertillery","Blaenau Gwent",NA,"NP13 1HN","01495 355911",1643,-3.1332099,51.7348668
6777011,"Pen-y-cwm Special School",677,"Blaenau Gwent","Special","Not Applicable","NA","Not applicable","Special (with post-16 provision)","---","Strand Annealing Lane","Ebbw Vale","Blaenau Gwent",NA,"NP23 6AN","01495 357755",116,-3.129696,51.7211045
6777012,"The River Centre 3-16 Learning Community",677,"Blaenau Gwent","Special","Community","NA","Not applicable","Special (without post-16 provision)","---","Pontygof",NA,"Ebbw Vale","Blaenau Gwent","NP23 6EH","01495 357714",56,-3.206843,51.7823106
6782203,"Llanyrafon Primary School",678,"Torfaen","Primary","Community","EM","English medium","Infants & Juniors","---","Llanyrafon Way","Llanyrafon","Cwmbran","Torfaen","NP44 8HW","01633 867130",417,-3.0072096,51.6484733
6782204,"Maendy Junior And Infants",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Wayfield Crescent","Cwmbran","Torfaen",NA,"NP44 1NH","01633 483168",244,-3.024345,51.6585784
6782205,"Llantarnam Community Primary School",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Llantarnam Road","Llantarnam","Cwmbran","Torfaen","NP44 3XB","01633 480039",299,-3.0071025,51.6348039
6782211,"Pontnewydd Primary & Nursery",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Bryncelyn Road","Pontnewydd","Cwmbran","Torfaen","NP44 1JW","01633 483307",423,-3.0348158,51.6612747
6782249,"Greenmeadow Primary",678,"Torfaen","Primary","Community","EM","English medium","Infants & Juniors","---","Greenmeadow",NA,"Cwmbran","Torfaen","NP44 5YY","01633 484320",179,-3.054,51.6487506
6782298,"Cwmffrwdoer Primary",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Waunddu","Pontnewynydd","Pontypool","Torfaen","NP4 6QZ","01495 742761",199,-3.0647699,51.7111039
6782308,"George Street Primary School",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Wainfelin Road","Pontypool","Torfaen",NA,"NP4 6BX","01495 756436",463,-3.0456468,51.7057465
6782312,"Ysgol Gymraeg Cwmbran Primary",678,"Torfaen","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Henllys Way","St Dials","Cwmbran","Torfaen","NP44 4HB","01633 483383",376,-3.0358291,51.6454319
6782315,"Garnteg Primary",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Hillcrest","Garndiffaith","Pontypool","Torfaen","NP4 7SJ","01495 742934",280,-3.0667075,51.7376079
6782318,"Ysgol Bryn Onnen",678,"Torfaen","Primary","Community","WM","Welsh medium","Infants & Juniors","---","Varteg Road","Pontypool","Torfaen",NA,"NP4 7RT","01495 772284",228,-3.0639831,51.7467526
6782319,"Woodlands Community Primary School",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Thornhill Road","Upper Cwmbran","Cwmbran","Torfaen","NP44 5UA","01633 647488",357,-3.04685,51.6621171
6782320,"New Inn Primary School",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Off Golf Road","New Inn","Pontypool","Torfaen","NP4 0NG","01495 757649",619,-3.0021326,51.6921089
6782321,"Griffithstown Primary School",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Florence Place","Griffithstown","Pontypool","Torfaen","NP4 5DN","01495 759679",386,-3.0254607,51.6832695
6782322,"Penygarn Community Primary School",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Penygarn Road","Penygarn","Pontypool",NA,"NP4 8JR","01495 742090",463,-3.0332618,51.7099413
6782323,"Blenheim Road Community Primary School",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Blenheim Road","St Dials","Cwmbran",NA,"NP44 4SZ","01495 484655",263,-3.0411888,51.6479293
6782324,"Coed Eva Primary School",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Teynes","Coed Eva","Cwmbran","Torfaen","NP44 4TG","01633 484131",484,-3.0439832,51.6412676
6782325,"Croesyceiliog Primary School",678,"Torfaen","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","North Road","Croesyceiliog","Cwmbran","Torfaen","NP44 2LL","01633 624114",474,-3.0102966,51.6625637
